store_id,product_id,quantity
2,97,44
2,98,90
2,99,587
2,100,147
2,101,822
2,102,659
2,103,895
2,104,255
2,105,161
2,106,90
2,107,22
2,108,20
2,109,562
2,110,857
2,111,294
2,112,514
2,113,42
2,114,446
2,115,768
2,116,371
2,117,338
2,118,560
2,119,800
2,120,116
2,121,280
2,122,21
2,123,797
2,124,955
2,125,69
2,126,240
2,127,178
2,128,51
2,129,512
2,130,777
2,131,675
2,132,861
2,133,396
2,134,971
2,135,420
2,136,44
2,137,38
2,138,903
2,139,22
2,140,29
2,141,75
2,142,21
2,143,621
2,144,608
2,145,916
2,146,880
2,147,18
2,148,199
2,149,612
2,150,376
2,151,397
2,152,789
2,153,287
2,154,227
2,155,908
2,156,823
2,157,737
2,158,945
2,159,480
2,160,901
2,161,395
2,162,853
2,163,82
2,164,271
2,165,803
2,166,381
2,167,15
2,168,400
2,169,37
2,170,11
2,171,212
2,172,953
2,173,513
2,174,642
2,175,738
2,176,758
2,177,42
2,178,674
2,179,923
2,180,25
2,181,20
2,182,937
2,183,33
2,184,337
2,185,783
2,186,43
2,187,370
2,188,945
2,189,390
2,190,559
2,191,794
2,192,269
2,193,960
2,194,17
2,195,774
2,196,157
2,197,786
2,198,565
2,199,318
2,200,968
2,201,49
2,202,350
2,203,719
2,204,897
2,205,854
2,206,581
2,207,17
2,208,592
2,209,176
2,210,656
2,211,349
2,212,446
2,213,600
2,214,742
2,215,138
2,216,614
2,217,158
2,218,86
2,219,901
2,220,825
2,221,146
2,222,894
2,223,967
2,224,623
2,225,758
2,226,48
2,227,376
2,228,868
2,229,739
2,230,51
2,231,973
2,232,943
2,233,631
2,234,239
2,235,37
2,236,633
2,237,414
2,238,557
2,239,750
2,240,354
2,241,831
2,242,515
2,243,304
2,244,528
2,245,674
2,246,23
2,247,111
2,248,517
2,249,512
2,250,648
2,251,653
2,252,597
2,253,779
2,254,530
2,255,41
2,256,515
2,257,98
2,258,514
2,259,349
2,260,623
2,261,153
2,262,503
2,263,40
2,264,748
2,265,509
2,266,999
2,267,107
2,268,400
2,269,10
2,270,934
2,271,403
2,272,194
2,273,613
2,274,639
2,275,688
2,276,397
2,277,625
2,278,751
2,279,24
2,280,44
2,281,22
2,282,383
2,283,550
2,284,20
2,285,927
2,286,745
2,287,841
2,288,891
2,289,435
2,290,167
2,291,344
2,292,39
2,293,901
2,294,776
2,295,902
2,296,801
2,297,41
2,298,738
2,299,627
2,300,889
2,301,466
2,302,632
2,303,689
2,304,850
2,305,518
2,306,15
2,307,746
2,308,529
2,309,855
2,310,676
2,311,31
2,312,274
2,313,606
2,314,109
2,315,792
2,316,473
2,317,67
2,318,34
2,319,633
2,320,763
2,321,163
2,322,969
2,323,363
2,324,211
2,325,41
2,326,741
2,327,214
2,328,874
2,329,733
2,330,370
2,331,13
2,332,854
2,333,528
2,334,442
2,335,43
2,336,982
2,337,260
2,338,39
2,339,521
2,340,595
2,341,321
2,342,726
2,343,25
2,344,621
2,345,46
2,346,612
2,347,83
2,348,576
2,349,281
2,350,146
2,351,378
2,352,377
2,353,526
2,354,589
2,355,361
2,356,549
2,357,557
2,358,658
2,359,848
2,360,591
2,361,19
2,362,25
2,363,239
2,364,668
2,365,415
2,366,47
2,367,956
2,368,14
2,369,679
2,370,669
2,371,386
2,372,835
2,373,709
2,374,665
2,375,17
2,376,42
2,377,310
2,378,750
2,379,932
2,380,515
2,381,875
2,382,191
2,383,976
2,384,878
2,385,881
2,386,236
2,387,813
2,388,243
2,389,842
2,390,36
2,391,74
2,392,292
2,393,142
2,394,682
2,395,269
2,396,453
2,397,730
2,398,171
2,399,763
2,400,867
2,401,338
2,402,827
2,403,796
2,404,417
2,405,826
2,406,23
2,407,983
2,408,600
2,409,391
2,410,182
2,411,709
2,412,930
2,413,924
2,414,537
2,415,49
2,416,831
2,417,62
2,418,830
2,419,812
2,420,512
2,421,41
2,422,253
2,423,27
2,424,383
2,425,887
2,426,93
2,427,628
2,428,569
2,429,950
2,430,22
2,431,36
2,432,463
2,433,667
2,434,19
2,435,103
2,436,762
2,437,239
2,438,341
2,439,47
2,440,517
2,441,782
2,442,25
2,443,941
2,444,535
2,445,329
2,446,39
2,447,678
2,448,914
2,449,419
2,450,848
2,451,43
2,452,794
2,453,813
2,454,161
2,455,654
2,456,40
2,457,43
2,458,880
2,459,519
2,460,225
2,461,614
2,462,650
2,463,662
2,464,547
2,465,828
2,466,542
2,467,214
2,468,248
2,469,16
2,470,240
2,471,509
2,472,945
2,473,814
2,474,814
2,475,725
2,476,678
2,477,703
2,478,47
2,479,10
2,480,547
2,481,462
2,482,426
2,483,183
2,484,281
2,485,197
2,486,500
2,487,763
2,488,772
2,489,38
2,490,680
2,491,550
2,492,772
2,493,31
2,494,613
2,495,343
2,496,430
2,497,25
2,498,282
2,499,306
2,500,70
3,1,284
3,2,624
3,3,304
3,4,194
3,5,514
3,6,876
3,7,690
3,8,42
3,9,964
3,10,784
3,11,450
3,12,842
3,13,394
3,14,617
3,15,687
3,16,276
3,17,15
3,18,46
3,19,642
3,20,441
3,21,56
3,22,303
3,23,902
3,24,25
3,25,829
3,26,918
3,27,194
3,28,919
3,29,78
3,30,847
3,31,681
3,32,532
3,33,311
3,34,960
3,35,388
3,36,288
3,37,622
3,38,406
3,39,735
3,40,31
3,41,626
3,42,217
3,43,549
3,44,680
3,45,609
3,46,69
3,47,179
3,48,516
3,49,127
3,50,433
3,51,848
3,52,612
3,53,965
3,54,800
3,55,519
3,56,926
3,57,47
3,58,659
3,59,798
3,60,201
3,61,371
3,62,364
3,63,579
3,64,26
3,65,67
3,66,429
3,67,180
3,68,670
3,69,468
3,70,26
3,71,898
3,72,548
3,73,12
3,74,973
3,75,778
3,76,124
3,77,47
3,78,334
3,79,31
3,80,688
3,81,684
3,82,26
3,83,121
3,84,624
3,85,853
3,86,566
3,87,335
3,88,925
3,89,912
3,90,26
3,91,984
3,92,42
3,93,257
3,94,47
3,95,473
3,96,789
3,97,463
3,98,345
3,99,50
3,100,251
3,101,201
3,102,359
3,103,641
3,104,762
3,105,641
3,106,566
3,107,18
3,108,35
3,109,134
3,110,240
3,111,393
3,112,47
3,113,706
3,114,895
3,115,784
3,116,729
3,117,474
3,118,917
3,119,37
3,120,11
3,121,695
3,122,355
3,123,965
3,124,118
3,125,667
3,126,40
3,127,829
3,128,33
3,129,94
3,130,948
3,131,491
3,132,579
3,133,799
3,134,622
3,135,50
3,136,42
3,137,738
3,138,407
3,139,44
3,140,23
3,141,340
3,142,760
3,143,584
3,144,42
3,145,209
3,146,41
3,147,91
3,148,103
3,149,575
3,150,39
3,151,562
3,152,49
3,153,657
3,154,23
3,155,353
3,156,763
3,157,17
3,158,720
3,159,269
3,160,449
3,161,31
3,162,26
3,163,235
3,164,44
3,165,802
3,166,712
3,167,802
3,168,860
3,169,26
3,170,173
3,171,78
3,172,251
3,173,528
3,174,456
3,175,861
3,176,941
3,177,637
3,178,431
3,179,730
3,180,657
3,181,366
3,182,606
3,183,405
3,184,38
3,185,324
3,186,933
3,187,374
3,188,559
3,189,376
3,190,227
3,191,865
3,192,19
3,193,693
3,194,141
3,195,902
3,196,988
3,197,18
3,198,925
3,199,767
3,200,227
3,201,343
3,202,19
3,203,738
3,204,608
3,205,679
3,206,80
3,207,902
3,208,236
3,209,532
3,210,223
3,211,582
3,212,864
3,213,780
3,214,712
3,215,985
3,216,920
3,217,468
3,218,348
3,219,28
3,220,873
3,221,29
3,222,815
3,223,469
3,224,313
3,225,603
3,226,626
3,227,27
3,228,664
3,229,766
3,230,23
3,231,41
3,232,37
3,233,948
3,234,44
3,235,656
3,236,632
3,237,143
3,238,835
3,239,981
3,240,29
3,241,726
3,242,521
3,243,646
3,244,772
3,245,551
3,246,63
3,247,432
3,248,156
3,249,841
3,250,798
3,251,715
3,252,122
3,253,40
3,254,44
3,255,209
3,256,897
3,257,530
3,258,41
3,259,35
3,260,730
3,261,150
3,262,284
3,263,683
3,264,199
3,265,520
3,266,660
3,267,751
3,268,948
3,269,42
3,270,354
3,271,750
3,272,21
3,273,666
3,274,395
3,275,708
3,276,522
3,277,364
3,278,787
3,279,752
3,280,786
3,281,420
3,282,372
3,283,370
3,284,832
3,285,737
3,286,353
3,287,22
3,288,13
3,289,25
3,290,321
3,291,28
3,292,17
3,293,839
3,294,512
3,295,928
3,296,560
3,297,182
3,298,402
3,299,531
3,300,932
3,301,45
3,302,607
3,303,880
3,304,657
3,305,630
3,306,246
3,307,260
3,308,586
3,309,60
3,310,28
3,311,40
3,312,34
3,313,40
3,314,948
3,315,42
3,316,881
3,317,844
3,318,115
3,319,113
3,320,639
3,321,92
3,322,521
3,323,40
3,324,953
3,325,996
3,326,73
3,327,37
3,328,38
3,329,29
3,330,563
3,331,46
3,332,555
3,333,21
3,334,512
3,335,551
3,336,39
3,337,897
3,338,926
3,339,167
3,340,802
3,341,472
3,342,318
3,343,431
3,344,517
3,345,124
3,346,31
3,347,625
3,348,11
3,349,830
3,350,91
3,351,396
3,352,39
3,353,780
3,354,45
3,355,49
3,356,406
3,357,357
3,358,426
3,359,821
3,360,31
3,361,863
3,362,385
3,363,966
3,364,292
3,365,49
3,366,818
3,367,507
3,368,774
3,369,183
3,370,670
3,371,649
3,372,487
3,373,327
3,374,586
3,375,505
3,376,457
3,377,60
3,378,837
3,379,625
3,380,971
3,381,728
3,382,41
3,383,711
3,384,31
3,385,792
3,386,795
3,387,309
3,388,718
3,389,498
3,390,851
3,391,674
3,392,731
3,393,998
3,394,193
3,395,539
3,396,899
3,397,887
3,398,23
3,399,906
3,400,32
3,401,15
3,402,685
3,403,330
3,404,903
3,405,187
3,406,132
3,407,984
3,408,381
3,409,821
3,410,621
3,411,417
3,412,734
3,413,316
3,414,12
3,415,516
3,416,24
3,417,23
3,418,891
3,419,70
3,420,83
3,421,1000
3,422,270
3,423,950
3,424,199
3,425,723
3,426,47
3,427,25
3,428,879
3,429,921
3,430,84
3,431,382
3,432,821
3,433,440
3,434,20
3,435,125
3,436,706
3,437,968
3,438,839
3,439,770
3,440,266
3,441,34
3,442,891
3,443,863
3,444,121
3,445,737
3,446,325
3,447,770
3,448,734
3,449,436
3,450,661
3,451,809
3,452,618
3,453,552
3,454,495
3,455,780
3,456,730
3,457,658
3,458,44
3,459,938
3,460,795
3,461,187
3,462,844
3,463,546
3,464,409
3,465,31
3,466,860
3,467,143
3,468,900
3,469,924
3,470,29
3,471,24
3,472,994
3,473,34
3,474,535
3,475,122
3,476,907
3,477,865
3,478,108
3,479,994
3,480,800
3,481,727
3,482,779
3,483,198
3,484,919
3,485,38
3,486,606
3,487,678
3,488,638
3,489,562
3,490,11
3,491,360
3,492,659
3,493,390
3,494,808
3,495,681
3,496,717
3,497,963
3,498,492
3,499,646
3,500,522
4,1,12
4,2,265
4,3,262
4,4,952
4,5,559
4,6,11
4,7,543
4,8,28
4,9,975
4,10,337
4,11,83
4,12,891
4,13,17
4,14,103
4,15,692
4,16,689
4,17,549
4,18,974
4,19,909
4,20,502
4,21,892
4,22,760
4,23,680
4,24,674
4,25,901
4,26,827
4,27,562
4,28,252
4,29,40
4,30,37
4,31,529
4,32,15
4,33,380
4,34,948
4,35,775
4,36,12
4,37,36
4,38,831
4,39,228
4,40,547
4,41,799
4,42,713
4,43,356
4,44,395
4,45,346
4,46,567
4,47,35
4,48,47
4,49,845
4,50,221
4,51,885
4,52,679
4,53,248
4,54,54
4,55,67
4,56,300
4,57,26
4,58,36
4,59,574
4,60,596
4,61,715
4,62,534
4,63,197
4,64,143
4,65,518
4,66,395
4,67,567
4,68,21
4,69,661
4,70,816
4,71,171
4,72,27
4,73,407
4,74,512
4,75,638
4,76,949
4,77,31
4,78,249
4,79,792
4,80,37
4,81,551
4,82,759
4,83,120
4,84,590
4,85,146
4,86,13
4,87,69
4,88,433
4,89,29
4,90,468
4,91,301
4,92,20
4,93,23
4,94,317
4,95,13
4,96,664
4,97,568
4,98,511
4,99,825
4,100,846
4,101,25
4,102,37
4,103,148
4,104,472
4,105,39
4,106,26
4,107,263
4,108,510
4,109,210
4,110,391
4,111,834
4,112,51
4,113,134
4,114,245
4,115,433
4,116,348
4,117,41
4,118,809
4,119,902
4,120,517
4,121,535
4,122,43
4,123,769
4,124,35
4,125,340
4,126,20
4,127,234
4,128,153
4,129,879
4,130,701
4,131,48
4,132,621
4,133,633
4,134,898
4,135,557
4,136,755
4,137,451
4,138,300
4,139,57
4,140,43
4,141,574
4,142,50
4,143,617
4,144,30
4,145,30
4,146,836
4,147,473
4,148,28
4,149,733
4,150,708
4,151,49
4,152,17
4,153,603
4,154,43
4,155,460
4,156,758
4,157,545
4,158,36
4,159,425
4,160,46
4,161,378
4,162,478
4,163,537
4,164,567
4,165,346
4,166,841
4,167,442
4,168,899
4,169,287
4,170,156
4,171,459
4,172,915
4,173,666
4,174,819
4,175,573
4,176,21
4,177,393
4,178,723
4,179,835
4,180,40
4,181,143
4,182,531
4,183,472
4,184,741
4,185,310
4,186,470
4,187,976
4,188,887
4,189,113
4,190,966
4,191,745
4,192,328
4,193,42
4,194,770
4,195,86
4,196,653
4,197,938
4,198,797
4,199,774
4,200,152
4,201,873
4,202,11
4,203,25
4,204,205
4,205,872
4,206,66
4,207,487
4,208,27
4,209,352
4,210,793
4,211,743
4,212,430
4,213,40
4,214,755
4,215,999
4,216,880
4,217,189
4,218,939
4,219,581
4,220,842
4,221,893
4,222,810
4,223,178
4,224,600
4,225,92
4,226,221
4,227,787
4,228,18
4,229,929
4,230,944
4,231,897
4,232,870
4,233,213
4,234,32
4,235,552
4,236,342
4,237,816
4,238,154
4,239,433
4,240,561
4,241,18
4,242,13
4,243,39
4,244,719
4,245,36
4,246,757
4,247,41
4,248,295
4,249,930
4,250,398
4,251,812
4,252,497
4,253,31
4,254,588
4,255,713
4,256,44
4,257,736
4,258,699
4,259,470
4,260,34
4,261,41
4,262,328
4,263,961
4,264,43
4,265,762
4,266,533
4,267,88
4,268,44
4,269,744
4,270,262
4,271,23
4,272,87
4,273,48
4,274,832
4,275,606
4,276,795
4,277,897
4,278,22
4,279,856
4,280,26
4,281,263
4,282,227
4,283,755
4,284,329
4,285,866
4,286,643
4,287,571
4,288,40
4,289,31
4,290,438
4,291,921
4,292,331
4,293,611
4,294,44
4,295,508
4,296,184
4,297,269
4,298,958
4,299,453
4,300,465
4,301,827
4,302,57
4,303,578
4,304,561
4,305,25
4,306,417
4,307,974
4,308,697
4,309,26
4,310,47
4,311,149
4,312,35
4,313,20
4,314,275
4,315,12
4,316,455
4,317,621
4,318,850
4,319,962
4,320,909
4,321,949
4,322,609
4,323,842
4,324,488
4,325,871
4,326,645
4,327,393
4,328,24
4,329,46
4,330,347
4,331,997
4,332,36
4,333,613
4,334,622
4,335,35
4,336,554
4,337,849
4,338,116
4,339,16
4,340,909
4,341,517
4,342,387
4,343,46
4,344,995
4,345,130
4,346,640
4,347,567
4,348,968
4,349,656
4,350,137
4,351,146
4,352,162
4,353,15
4,354,27
4,355,579
4,356,654
4,357,737
4,358,335
4,359,118
4,360,218
4,361,16
4,362,33
4,363,262
4,364,44
4,365,890
4,366,433
4,367,64
4,368,407
4,369,730
4,370,700
4,371,144
4,372,997
4,373,292
4,374,512
4,375,606
4,376,932
4,377,874
4,378,410
4,379,15
4,380,184
4,381,144
4,382,120
4,383,20
4,384,295
4,385,897
4,386,577
4,387,327
4,388,878
4,389,237
4,390,758
4,391,145
4,392,244
4,393,354
4,394,351
4,395,822
4,396,11
4,397,984
4,398,21
4,399,897
4,400,90
4,401,792
4,402,161
4,403,720
4,404,486
4,405,501
4,406,600
4,407,911
4,408,251
4,409,22
4,410,463
4,411,845
4,412,883
4,413,951
4,414,54
4,415,666
4,416,895
4,417,544
4,418,721
4,419,536
4,420,640
4,421,20
4,422,439
4,423,988
4,424,953
4,425,597
4,426,473
4,427,788
4,428,153
4,429,125
4,430,242
4,431,16
4,432,982
4,433,122
4,434,99
4,435,41
4,436,188
4,437,829
4,438,20
4,439,960
4,440,17
4,441,335
4,442,22
4,443,65
4,444,888
4,445,674
4,446,157
4,447,754
4,448,29
4,449,467
4,450,188
4,451,16
4,452,20
4,453,34
4,454,885
4,455,846
4,456,79
4,457,868
4,458,977
4,459,825
4,460,902
4,461,264
4,462,818
4,463,25
4,464,479
4,465,16
4,466,861
4,467,330
4,468,322
4,469,24
4,470,211
4,471,623
4,472,26
4,473,15
4,474,757
4,475,43
4,476,482
4,477,65
4,478,181
4,479,592
4,480,31
4,481,652
4,482,714
4,483,228
4,484,559
4,485,446
4,486,635
4,487,534
4,488,99
4,489,725
4,490,47
4,491,614
4,492,35
4,493,948
4,494,40
4,495,370
4,496,76
4,497,528
4,498,418
4,499,203
4,500,510
5,1,43
5,2,389
5,3,972
5,4,357
5,5,252
5,6,929
5,7,39
5,8,793
5,9,332
5,10,944
5,11,294
5,12,361
5,13,512
5,14,892
5,15,175
5,16,204
5,17,592
5,18,569
5,19,553
5,20,51
5,21,977
5,22,997
5,23,290
5,24,818
5,25,873
5,26,848
5,27,92
5,28,934
5,29,800
5,30,864
5,31,555
5,32,915
5,33,785
5,34,363
5,35,345
5,36,44
5,37,109
5,38,310
5,39,921
5,40,92
5,41,78
5,42,11
5,43,493
5,44,897
5,45,677
5,46,800
5,47,24
5,48,25
5,49,19
5,50,953
5,51,43
5,52,574
5,53,917
5,54,545
5,55,587
5,56,714
5,57,724
5,58,247
5,59,505
5,60,32
5,61,508
5,62,738
5,63,656
5,64,295
5,65,813
5,66,713
5,67,561
5,68,519
5,69,306
5,70,664
5,71,30
5,72,195
5,73,123
5,74,656
5,75,576
5,76,376
5,77,426
5,78,142
5,79,472
5,80,187
5,81,888
5,82,481
5,83,412
5,84,947
5,85,173
5,86,800
5,87,755
5,88,297
5,89,952
5,90,32
5,91,263
5,92,276
5,93,680
5,94,979
5,95,207
5,96,761
5,97,26
5,98,601
5,99,25
5,100,816
5,101,585
5,102,40
5,103,37
5,104,1000
5,105,666
5,106,340
5,107,152
5,108,31
5,109,789
5,110,512
5,111,41
5,112,870
5,113,220
5,114,715
5,115,932
5,116,150
5,117,39
5,118,441
5,119,585
5,120,336
5,121,808
5,122,910
5,123,126
5,124,604
5,125,266
5,126,190
5,127,482
5,128,875
5,129,159
5,130,14
5,131,659
5,132,728
5,133,49
5,134,958
5,135,214
5,136,658
5,137,15
5,138,546
5,139,515
5,140,25
5,141,15
5,142,701
5,143,23
5,144,953
5,145,736
5,146,982
5,147,16
5,148,13
5,149,416
5,150,27
5,151,945
5,152,207
5,153,931
5,154,23
5,155,416
5,156,768
5,157,358
5,158,50
5,159,534
5,160,377
5,161,297
5,162,568
5,163,390
5,164,646
5,165,872
5,166,78
5,167,467
5,168,467
5,169,690
5,170,304
5,171,334
5,172,899
5,173,49
5,174,470
5,175,505
5,176,475
5,177,250
5,178,915
5,179,774
5,180,616
5,181,21
5,182,304
5,183,870
5,184,543
5,185,121
5,186,370
5,187,152
5,188,550
5,189,24
5,190,12
5,191,397
5,192,439
5,193,762
5,194,471
5,195,788
5,196,42
5,197,737
5,198,610
5,199,159
5,200,312
5,201,89
5,202,12
5,203,621
5,204,35
5,205,912
5,206,856
5,207,43
5,208,754
5,209,280
5,210,25
5,211,861
5,212,731
5,213,902
5,214,49
5,215,412
5,216,561
5,217,102
5,218,26
5,219,138
5,220,223
5,221,12
5,222,97
5,223,291
5,224,890
5,225,540
5,226,594
5,227,571
5,228,949
5,229,592
5,230,51
5,231,949
5,232,519
5,233,783
5,234,930
5,235,226
5,236,852
5,237,319
5,238,536
5,239,611
5,240,685
5,241,567
5,242,555
5,243,34
5,244,563
5,245,686
5,246,852
5,247,853
5,248,47
5,249,40
5,250,710
5,251,957
5,252,41
5,253,855
5,254,335
5,255,41
5,256,706
5,257,708
5,258,93
5,259,510
5,260,59
5,261,573
5,262,236
5,263,754
5,264,648
5,265,62
5,266,92
5,267,583
5,268,600
5,269,966
5,270,709
5,271,19
5,272,49
5,273,599
5,274,28
5,275,108
5,276,402
5,277,789
5,278,41
5,279,587
5,280,742
5,281,565
5,282,671
5,283,922
5,284,539
5,285,633
5,286,691
5,287,477
5,288,44
5,289,36
5,290,334
5,291,748
5,292,15
5,293,712
5,294,797
5,295,847
5,296,480
5,297,39
5,298,42
5,299,16
5,300,567
5,301,142
5,302,650
5,303,592
5,304,732
5,305,595
5,306,758
5,307,875
5,308,877
5,309,40
5,310,250
5,311,777
5,312,588
5,313,570
5,314,11
5,315,266
5,316,832
5,317,570
5,318,629
5,319,44
5,320,502
5,321,968
5,322,835
5,323,39
5,324,882
5,325,689
5,326,15
5,327,555
5,328,650
5,329,619
