warehouse_id,product_id,current_quantity
3,46,220
3,47,757
3,48,136
3,49,738
3,50,57
3,51,166
3,52,218
3,53,682
3,54,202
3,55,210
3,56,118
3,57,68
3,58,2
3,59,54
3,60,229
3,61,715
3,62,427
3,63,734
3,64,30
3,65,18
3,66,44
3,67,89
3,68,136
3,69,154
3,70,751
3,71,238
3,72,237
3,73,427
3,74,253
3,75,369
3,76,198
3,77,97
3,78,42
3,79,747
3,80,224
3,81,133
3,82,434
3,83,769
3,84,711
3,85,142
3,86,3
3,87,719
3,88,404
3,89,106
3,90,267
3,91,269
3,92,268
3,93,64
3,94,422
3,95,165
3,96,196
3,97,393
3,98,168
3,99,257
3,100,94
3,101,37
3,102,213
3,103,406
3,104,234
3,105,614
3,106,145
3,107,98
3,108,733
3,109,77
3,110,477
3,111,753
3,112,514
3,113,117
3,114,109
3,115,293
3,116,791
3,117,18
3,118,647
3,119,730
3,120,255
3,121,273
3,122,745
3,123,494
3,124,603
3,125,677
3,126,121
3,127,291
3,128,247
3,129,741
3,130,661
3,131,142
3,132,66
3,133,154
3,134,642
3,135,622
3,136,48
3,137,285
3,138,462
3,139,132
3,140,778
3,141,25
3,142,296
3,143,493
3,144,650
3,145,135
3,146,517
3,147,478
3,148,702
3,149,413
3,150,291
3,151,230
3,152,291
3,153,675
3,154,237
3,155,85
3,156,184
3,157,86
3,158,760
3,159,544
3,160,524
3,161,795
3,162,160
3,163,209
3,164,202
3,165,20
3,166,347
3,167,241
3,168,295
3,169,44
3,170,45
3,171,251
3,172,536
3,173,522
3,174,91
3,175,513
3,176,170
3,177,97
3,178,48
3,179,76
3,180,15
3,181,57
3,182,33
3,183,14
3,184,103
3,185,284
3,186,12
3,187,52
3,188,785
3,189,399
3,190,695
3,191,126
3,192,606
3,193,170
3,194,43
3,195,485
3,196,186
3,197,163
3,198,545
3,199,205
3,200,722
3,201,585
3,202,610
3,203,96
3,204,643
3,205,39
3,206,684
3,207,774
3,208,202
3,209,293
3,210,95
3,211,3
3,212,31
3,213,750
3,214,301
3,215,311
3,216,664
3,217,649
3,218,564
3,219,102
3,220,250
3,221,86
3,222,239
3,223,16
3,224,315
3,225,574
3,226,49
3,227,88
3,228,192
3,229,81
3,230,137
3,231,152
3,232,17
3,233,662
3,234,778
3,235,80
3,236,761
3,237,209
3,238,197
3,239,176
3,240,456
3,241,139
3,242,681
3,243,185
3,244,365
3,245,192
3,246,277
3,247,24
3,248,43
3,249,175
3,250,479
3,251,261
3,252,652
3,253,770
3,254,316
3,255,432
3,256,355
3,257,620
3,258,612
3,259,263
3,260,387
3,261,384
3,262,283
3,263,198
3,264,520
3,265,195
3,266,56
3,267,81
3,268,47
3,269,537
3,270,240
3,271,1
3,272,700
3,273,76
3,274,182
3,275,257
3,276,134
3,277,98
3,278,799
3,279,538
3,280,300
3,281,64
3,282,249
3,283,86
3,284,455
3,285,503
3,286,45
3,287,101
3,288,362
3,289,630
3,290,416
3,291,65
3,292,49
3,293,278
3,294,134
3,295,31
3,296,270
3,297,794
3,298,88
3,299,324
3,300,33
3,301,748
3,302,270
3,303,115
3,304,647
3,305,528
3,306,669
3,307,244
3,308,217
3,309,276
3,310,267
3,311,457
3,312,394
3,313,298
3,314,684
3,315,453
3,316,201
3,317,250
3,318,628
3,319,217
3,320,240
3,321,405
3,322,581
3,323,63
3,324,340
3,325,105
3,326,230
3,327,275
3,328,0
3,329,372
3,330,230
3,331,378
3,332,371
3,333,622
3,334,117
3,335,4
3,336,460
3,337,281
3,338,79
3,339,132
3,340,410
3,341,139
3,342,390
3,343,715
3,344,152
3,345,32
3,346,556
3,347,25
3,348,134
3,349,459
3,350,28
3,351,167
3,352,224
3,353,144
3,354,230
3,355,653
3,356,105
3,357,329
3,358,66
3,359,776
3,360,211
3,361,4
3,362,73
3,363,214
3,364,584
3,365,111
3,366,245
3,367,690
3,368,84
3,369,70
3,370,283
3,371,683
3,372,15
3,373,444
3,374,479
3,375,124
3,376,126
3,377,90
3,378,164
3,379,49
3,380,226
3,381,538
3,382,347
3,383,477
3,384,517
3,385,691
3,386,94
3,387,493
3,388,294
3,389,164
3,390,220
3,391,339
3,392,203
3,393,325
3,394,241
3,395,12
3,396,630
3,397,546
3,398,230
3,399,686
3,400,356
3,401,0
3,402,784
3,403,71
3,404,5
3,405,670
3,406,102
3,407,644
3,408,480
3,409,469
3,410,287
3,411,89
3,412,793
3,413,662
3,414,258
3,415,147
3,416,408
3,417,109
3,418,431
3,419,44
3,420,148
3,421,157
3,422,369
3,423,223
3,424,449
3,425,176
3,426,711
3,427,747
3,428,242
3,429,170
3,430,516
3,431,101
3,432,209
3,433,228
3,434,604
3,435,291
3,436,254
3,437,628
3,438,485
3,439,314
3,440,488
3,441,189
3,442,274
3,443,527
3,444,587
3,445,292
3,446,530
3,447,125
3,448,369
3,449,73
3,450,753
3,451,231
3,452,173
3,453,607
3,454,31
3,455,126
3,456,58
3,457,174
3,458,159
3,459,130
3,460,68
3,461,711
3,462,431
3,463,585
3,464,257
3,465,165
3,466,168
3,467,235
3,468,73
3,469,537
3,470,785
3,471,228
3,472,130
3,473,648
3,474,294
3,475,285
3,476,33
3,477,224
3,478,392
3,479,456
3,480,200
3,481,614
3,482,214
3,483,23
3,484,617
3,485,465
3,486,297
3,487,320
3,488,482
3,489,499
3,490,501
3,491,473
3,492,221
3,493,5
3,494,595
3,495,236
3,496,770
3,497,421
3,498,592
3,499,218
3,500,369
4,1,489
4,2,31
4,3,191
4,4,168
4,5,393
4,6,181
4,7,40
4,8,172
4,9,163
4,10,253
4,11,454
4,12,7
4,13,270
4,14,126
4,15,711
4,16,4
4,17,652
4,18,718
4,19,479
4,20,264
4,21,345
4,22,247
4,23,699
4,24,564
4,25,648
4,26,677
4,27,279
4,28,425
4,29,614
4,30,599
4,31,204
4,32,289
4,33,232
4,34,129
4,35,44
4,36,359
4,37,643
4,38,512
4,39,99
4,40,92
4,41,174
4,42,375
4,43,781
4,44,569
4,45,80
4,46,495
4,47,211
4,48,265
4,49,75
4,50,649
4,51,280
4,52,278
4,53,461
4,54,290
4,55,783
4,56,91
4,57,312
4,58,280
4,59,763
4,60,385
4,61,71
4,62,121
4,63,519
4,64,587
4,65,185
4,66,249
4,67,228
4,68,78
4,69,213
4,70,604
4,71,51
4,72,218
4,73,206
4,74,658
4,75,111
4,76,46
4,77,44
4,78,268
4,79,80
4,80,138
4,81,158
4,82,234
4,83,33
4,84,342
4,85,66
4,86,88
4,87,375
4,88,250
4,89,222
4,90,739
4,91,160
4,92,257
4,93,139
4,94,163
4,95,652
4,96,261
4,97,91
4,98,187
4,99,219
4,100,120
4,101,264
4,102,127
4,103,147
4,104,206
4,105,370
4,106,300
4,107,733
4,108,299
4,109,179
4,110,595
4,111,236
4,112,567
4,113,186
4,114,511
4,115,411
4,116,289
4,117,65
4,118,233
4,119,175
4,120,723
4,121,326
4,122,19
4,123,556
4,124,780
4,125,92
4,126,226
4,127,115
4,128,143
4,129,687
4,130,198
4,131,185
4,132,123
4,133,430
4,134,772
4,135,90
4,136,136
4,137,252
4,138,261
4,139,447
4,140,49
4,141,47
4,142,88
4,143,6
4,144,583
4,145,654
4,146,262
4,147,271
4,148,676
4,149,255
4,150,178
4,151,331
4,152,66
4,153,472
4,154,231
4,155,753
4,156,148
4,157,277
4,158,132
4,159,106
4,160,684
4,161,17
4,162,275
4,163,113
4,164,380
4,165,92
4,166,532
4,167,221
4,168,162
4,169,619
4,170,209
4,171,553
4,172,245
4,173,250
4,174,187
4,175,264
4,176,603
4,177,135
4,178,380
4,179,346
4,180,214
4,181,659
4,182,505
4,183,195
4,184,161
4,185,117
4,186,260
4,187,220
4,188,462
4,189,442
4,190,209
4,191,336
4,192,45
4,193,11
4,194,239
4,195,315
4,196,92
4,197,669
4,198,252
4,199,272
4,200,427
4,201,60
4,202,90
4,203,514
4,204,194
4,205,797
4,206,755
4,207,502
4,208,652
4,209,154
4,210,460
4,211,114
4,212,77
4,213,568
4,214,134
4,215,383
4,216,601
4,217,418
4,218,335
4,219,392
4,220,776
4,221,133
4,222,795
4,223,284
4,224,741
4,225,349
4,226,100
4,227,590
4,228,330
4,229,515
4,230,49
4,231,180
4,232,10
4,233,276
4,234,104
4,235,19
4,236,252
4,237,262
4,238,644
4,239,250
4,240,203
4,241,105
4,242,129
4,243,491
4,244,30
4,245,122
4,246,268
4,247,100
4,248,160
4,249,55
4,250,126
4,251,473
4,252,94
4,253,619
4,254,765
4,255,29
4,256,150
4,257,475
4,258,267
4,259,178
4,260,478
4,261,204
4,262,71
4,263,514
4,264,320
4,265,121
4,266,232
4,267,172
4,268,612
4,269,623
4,270,418
4,271,101
4,272,306
4,273,245
4,274,84
4,275,190
4,276,432
4,277,29
4,278,745
4,279,691
4,280,113
4,281,712
4,282,24
4,283,278
4,284,242
4,285,202
4,286,151
4,287,255
4,288,222
4,289,696
4,290,189
4,291,193
4,292,582
4,293,181
4,294,774
4,295,48
4,296,545
4,297,672
4,298,237
4,299,761
4,300,3
4,301,129
4,302,397
4,303,325
4,304,791
4,305,710
4,306,199
4,307,363
4,308,8
4,309,296
4,310,119
4,311,468
4,312,11
4,313,244
4,314,20
4,315,737
4,316,589
4,317,1
4,318,76
4,319,417
4,320,72
4,321,480
4,322,226
4,323,675
4,324,226
4,325,187
4,326,73
4,327,217
4,328,21
4,329,64
4,330,248
4,331,106
4,332,587
4,333,48
4,334,278
4,335,23
4,336,607
4,337,279
4,338,709
4,339,281
4,340,161
4,341,351
4,342,575
4,343,109
4,344,143
4,345,275
4,346,379
4,347,238
4,348,280
4,349,201
4,350,251
4,351,350
4,352,154
4,353,728
4,354,230
4,355,25
4,356,571
4,357,299
4,358,128
4,359,668
4,360,599
4,361,245
4,362,791
4,363,69
4,364,285
4,365,782
4,366,272
4,367,39
4,368,195
4,369,300
4,370,171
4,371,514
4,372,63
4,373,685
4,374,289
4,375,466
4,376,547
4,377,21
4,378,10
4,379,580
4,380,756
4,381,628
4,382,671
4,383,209
4,384,321
4,385,15
4,386,86
4,387,393
4,388,57
4,389,760
4,390,153
4,391,208
4,392,272
4,393,291
4,394,165
4,395,93
4,396,21
4,397,254
4,398,201
4,399,191
4,400,654
4,401,449
4,402,175
4,403,792
4,404,43
4,405,488
4,406,461
4,407,1
4,408,358
4,409,645
4,410,76
4,411,183
4,412,138
4,413,30
4,414,221
4,415,47
4,416,219
4,417,703
4,418,424
4,419,583
4,420,52
4,421,240
4,422,68
4,423,168
4,424,727
4,425,240
4,426,402
4,427,347
4,428,528
4,429,292
4,430,115
4,431,241
4,432,271
4,433,521
4,434,329
4,435,433
4,436,82
4,437,248
4,438,83
4,439,261
4,440,732
4,441,539
4,442,530
4,443,773
4,444,237
4,445,93
4,446,75
4,447,132
4,448,465
4,449,121
4,450,156
4,451,566
4,452,172
4,453,59
4,454,38
4,455,474
4,456,103
4,457,609
4,458,80
4,459,69
4,460,216
4,461,88
4,462,391
4,463,637
4,464,68
4,465,695
4,466,68
4,467,139
4,468,179
4,469,251
4,470,59
4,471,211
4,472,68
4,473,95
4,474,20
4,475,287
4,476,612
4,477,687
4,478,142
4,479,454
4,480,163
4,481,689
4,482,90
4,483,47
4,484,71
4,485,109
4,486,264
4,487,50
4,488,513
4,489,100
4,490,672
4,491,156
4,492,87
4,493,236
4,494,452
4,495,700
4,496,523
4,497,631
4,498,521
4,499,214
4,500,182
5,1,643
5,2,420
5,3,608
5,4,68
5,5,269
5,6,672
5,7,52
5,8,244
5,9,17
5,10,220
5,11,355
5,12,175
5,13,173
5,14,202
5,15,31
5,16,70
5,17,8
5,18,263
5,19,244
5,20,189
5,21,4
5,22,243
5,23,96
5,24,110
5,25,78
5,26,722
5,27,485
5,28,394
5,29,157
5,30,300
5,31,661
5,32,203
5,33,235
5,34,636
5,35,136
5,36,200
5,37,18
5,38,431
5,39,121
5,40,47
5,41,460
5,42,93
5,43,237
5,44,644
5,45,204
5,46,268
5,47,266
5,48,192
5,49,208
5,50,650
5,51,165
5,52,203
5,53,339
5,54,359
5,55,167
5,56,125
5,57,637
5,58,315
5,59,714
5,60,425
5,61,76
5,62,354
5,63,159
5,64,634
5,65,156
5,66,239
5,67,400
5,68,218
5,69,654
5,70,300
5,71,66
5,72,297
5,73,230
5,74,53
5,75,4
5,76,163
5,77,569
5,78,129
5,79,158
5,80,762
5,81,4
5,82,93
5,83,459
5,84,254
5,85,405
5,86,675
5,87,155
5,88,121
5,89,267
5,90,629
5,91,257
5,92,561
5,93,512
5,94,67
5,95,352
5,96,596
5,97,8
5,98,164
5,99,447
5,100,126
5,101,702
5,102,33
5,103,718
5,104,207
5,105,119
5,106,84
5,107,394
5,108,769
5,109,94
5,110,240
5,111,116
5,112,415
5,113,680
5,114,306
5,115,1
5,116,103
5,117,629
5,118,100
5,119,42
5,120,344
5,121,69
5,122,53
5,123,82
5,124,181
5,125,297
5,126,82
5,127,78
5,128,269
5,129,673
5,130,541
5,131,394
5,132,59
5,133,169
5,134,115
5,135,286
5,136,13
5,137,397
5,138,352
5,139,376
5,140,294
5,141,502
5,142,120
5,143,241
5,144,476
5,145,100
5,146,225
5,147,62
5,148,17
5,149,788
5,150,14
5,151,146
5,152,386
5,153,236
5,154,76
5,155,279
5,156,744
5,157,274
5,158,368
5,159,20
5,160,717
5,161,59
5,162,152
5,163,388
5,164,9
5,165,772
5,166,667
5,167,658
5,168,321
5,169,223
5,170,183
5,171,624
5,172,7
5,173,150
5,174,775
5,175,745
5,176,700
5,177,127
5,178,402
5,179,221
5,180,276
5,181,35
5,182,277
5,183,625
5,184,392
5,185,781
5,186,5
5,187,746
5,188,242
5,189,480
5,190,215
5,191,62
5,192,771
5,193,663
5,194,428
5,195,15
5,196,290
5,197,133
5,198,174
5,199,229
5,200,388
5,201,531
5,202,372
5,203,145
5,204,395
5,205,499
5,206,294
5,207,172
5,208,236
5,209,669
5,210,75
5,211,218
5,212,186
5,213,272
5,214,669
5,215,285
5,216,155
5,217,145
5,218,476
5,219,379
5,220,647
5,221,650
5,222,332
5,223,56
5,224,198
5,225,39
5,226,264
5,227,241
5,228,433
5,229,321
5,230,332
5,231,173
5,232,170
5,233,131
5,234,380
5,235,603
5,236,139
5,237,254
5,238,164
5,239,470
5,240,57
5,241,101
5,242,286
5,243,722
5,244,595
5,245,135
5,246,119
5,247,205
5,248,117
5,249,150
5,250,86
5,251,99
5,252,142
5,253,254
5,254,326
5,255,668
5,256,651
5,257,545
5,258,158
5,259,270
5,260,155
5,261,150
5,262,244
5,263,59
5,264,657
5,265,518
5,266,376
5,267,790
5,268,126
5,269,276
5,270,305
5,271,688
5,272,413
5,273,78
5,274,67
5,275,291
5,276,331
5,277,767
5,278,478
5,279,211
5,280,94
5,281,504
5,282,50
5,283,722
5,284,419
5,285,688
5,286,779
5,287,9
5,288,379
5,289,463
5,290,763
5,291,136
5,292,128
5,293,275
5,294,280
5,295,183
5,296,345
5,297,27
5,298,226
5,299,247
5,300,147
5,301,57
5,302,42
5,303,28
5,304,590
5,305,281
5,306,107
5,307,165
5,308,326
5,309,545
5,310,67
5,311,712
5,312,282
5,313,122
5,314,637
5,315,635
5,316,397
5,317,135
5,318,270
5,319,141
5,320,750
5,321,188
5,322,244
5,323,257
5,324,197
5,325,178
5,326,263
5,327,479
