order_id,order_date,customer_id,employee_id,store_id
261,2023-09-28,871,40,12
262,2025-08-23,479,85,28
263,2026-06-07,213,62,7
264,2024-02-04,110,154,47
265,2025-08-10,992,186,31
266,2023-12-15,794,213,48
267,2025-05-27,752,219,36
268,2023-05-15,931,84,16
269,2025-12-11,42,5,39
270,2024-09-01,34,57,5
271,2023-08-24,147,179,39
272,2023-06-25,44,67,20
273,2024-07-10,244,196,10
274,2025-04-11,374,48,43
275,2023-02-01,398,75,30
276,2024-05-20,210,220,30
277,2026-06-12,667,11,37
278,2025-07-08,773,50,8
279,2025-01-01,328,129,8
280,2023-08-06,788,53,17
281,2023-02-09,505,7,3
282,2023-05-16,807,194,49
283,2025-08-23,515,151,44
284,2023-10-09,311,109,39
285,2023-02-26,451,125,35
286,2024-07-13,186,82,8
287,2026-06-06,774,235,12
288,2024-05-20,266,234,18
289,2024-04-06,247,197,18
290,2024-01-26,6,110,28
291,2026-04-10,341,206,6
292,2025-09-30,457,176,4
293,2025-10-18,751,146,21
294,2023-08-23,723,28,28
295,2026-04-24,753,115,4
296,2026-01-25,928,2,45
297,2026-07-28,779,175,26
298,2025-10-10,833,44,29
299,2023-04-07,5,29,46
300,2025-07-19,638,145,18
301,2024-03-15,349,246,1
302,2025-12-23,268,198,9
303,2025-11-18,188,119,3
304,2025-09-27,488,39,28
305,2024-12-22,865,54,14
306,2025-05-06,817,66,5
307,2024-08-02,850,34,7
308,2024-07-08,513,250,24
309,2025-02-16,168,64,14
310,2026-01-16,221,243,26
311,2024-03-21,229,76,26
312,2024-04-03,448,81,43
313,2025-08-23,744,138,38
314,2024-11-23,764,59,13
315,2025-02-06,188,42,39
316,2026-01-30,401,176,4
317,2026-01-29,251,215,5
318,2023-01-14,518,44,29
319,2023-04-17,290,223,6
320,2025-09-09,904,238,45
321,2023-08-21,684,128,45
322,2025-09-27,150,87,25
323,2023-02-02,936,146,21
324,2024-01-20,141,80,4
325,2026-06-01,365,212,36
326,2025-07-04,514,194,49
327,2024-02-29,997,153,38
328,2023-03-17,93,182,10
329,2023-02-09,104,115,4
330,2024-10-13,772,31,30
331,2024-10-22,865,65,30
332,2023-09-17,863,182,10
333,2024-05-08,59,124,10
334,2024-05-05,932,206,6
335,2025-07-21,860,47,20
336,2025-02-22,477,42,39
337,2023-07-22,555,247,48
338,2025-09-16,514,74,41
339,2026-01-07,604,168,46
340,2023-07-24,842,114,41
341,2024-10-30,103,130,25
342,2023-07-18,373,84,16
343,2023-02-28,512,210,19
344,2023-02-19,870,208,7
345,2025-10-16,935,217,50
346,2024-10-26,328,66,5
347,2026-07-04,610,172,7
348,2023-11-14,967,193,28
349,2026-04-16,128,145,18
350,2023-12-09,130,35,8
351,2024-12-09,374,187,35
352,2024-10-10,992,205,18
353,2026-03-15,814,249,20
354,2026-01-28,835,231,20
355,2025-04-16,152,235,12
356,2025-02-15,666,4,8
357,2026-01-01,300,90,20
358,2024-11-27,996,82,8
359,2023-04-15,760,102,46
360,2025-04-11,968,212,36
361,2023-08-27,590,125,35
362,2026-06-16,828,58,15
363,2023-03-10,331,29,46
364,2024-07-26,824,87,25
365,2023-12-04,902,224,14
366,2023-09-24,511,38,36
367,2026-07-12,383,12,39
368,2024-10-19,111,60,24
369,2025-07-29,98,38,36
370,2025-10-28,394,125,35
371,2026-03-25,696,54,14
372,2023-07-15,289,61,14
373,2023-07-25,304,196,10
374,2024-11-18,625,185,30
375,2024-07-02,229,94,27
376,2026-02-19,962,215,5
377,2025-08-29,75,87,25
378,2023-01-16,572,182,10
379,2024-06-08,968,62,7
380,2024-01-22,689,204,44
381,2026-05-16,277,73,22
382,2025-09-30,267,46,22
383,2024-09-02,712,80,4
384,2025-03-25,880,187,35
385,2024-09-02,51,80,4
386,2024-01-03,202,246,1
387,2025-03-23,637,6,10
388,2026-02-08,522,7,3
389,2023-07-05,499,12,39
390,2026-04-17,212,193,28
391,2026-01-25,246,182,10
392,2026-04-28,255,21,45
393,2023-12-08,47,2,45
394,2024-03-24,254,44,29
395,2026-07-01,517,190,1
396,2024-08-03,385,183,6
397,2026-06-28,804,152,27
398,2024-07-15,483,151,44
399,2023-09-20,381,189,48
400,2024-11-21,198,7,3
401,2025-11-06,919,240,14
402,2025-02-28,39,30,38
403,2024-05-29,730,203,5
404,2026-07-05,576,172,7
405,2026-02-02,374,139,39
406,2023-06-29,92,36,37
407,2023-02-20,572,249,20
408,2025-12-27,155,138,38
409,2024-10-11,543,210,19
410,2024-02-29,627,199,42
411,2024-08-28,627,59,13
412,2024-12-13,17,24,40
413,2024-10-13,671,19,18
414,2023-08-28,449,112,42
415,2024-09-18,618,104,6
416,2024-04-02,373,154,47
417,2026-07-26,30,45,17
418,2023-03-09,82,113,39
419,2024-03-31,35,113,39
420,2025-03-02,146,199,42
421,2024-08-04,370,61,14
422,2025-03-31,82,34,7
423,2023-02-22,730,59,13
424,2025-05-28,507,16,42
425,2026-03-30,750,152,27
426,2026-04-29,81,205,18
427,2025-04-15,689,147,16
428,2026-05-01,612,244,2
429,2024-12-27,653,248,38
430,2025-03-17,922,208,7
431,2024-11-01,972,207,33
432,2025-01-05,602,95,1
433,2025-10-11,756,218,22
434,2024-10-24,319,64,14
435,2024-03-04,95,197,18
436,2023-04-23,37,86,49
437,2025-09-21,230,159,37
438,2024-09-12,344,26,13
439,2026-01-27,530,81,43
440,2025-04-28,603,107,33
441,2023-08-23,137,236,38
442,2025-10-05,13,125,35
443,2026-02-02,372,177,27
444,2023-12-04,269,167,23
445,2023-09-02,952,249,20
446,2024-10-08,818,33,26
447,2026-04-11,779,36,37
448,2026-06-23,370,172,7
449,2026-05-24,728,49,24
450,2025-04-10,721,19,18
451,2023-09-25,336,62,7
452,2023-03-11,82,152,27
453,2026-04-16,190,156,50
454,2023-11-08,905,189,48
455,2024-08-21,88,58,15
456,2024-04-19,226,239,25
457,2026-07-17,769,17,5
458,2023-07-03,116,77,11
459,2026-07-27,563,91,20
460,2025-04-15,541,227,44
461,2026-01-31,401,123,1
462,2023-10-02,768,148,46
463,2026-01-12,158,96,48
464,2024-05-06,859,232,46
465,2026-01-12,902,83,37
466,2024-06-21,800,37,6
467,2023-10-30,953,28,28
468,2025-09-05,851,109,39
469,2025-10-08,428,245,41
470,2023-06-15,522,225,46
471,2023-08-02,756,212,36
472,2023-04-19,21,209,11
473,2025-02-02,826,134,50
474,2023-11-05,790,13,29
475,2023-04-28,205,91,20
476,2023-07-26,623,129,8
477,2024-02-21,157,248,38
478,2024-02-10,541,20,22
479,2023-09-14,289,138,38
480,2023-05-30,663,157,27
481,2026-06-11,705,20,22
482,2026-02-27,668,51,13
483,2025-04-18,766,237,45
484,2024-10-19,944,75,30
485,2025-09-23,442,168,46
486,2024-04-06,822,114,41
487,2025-02-14,671,59,13
488,2025-01-06,184,93,35
489,2023-08-26,471,231,20
490,2023-06-17,367,14,26
491,2024-05-29,498,98,37
492,2023-08-14,102,25,7
493,2025-03-06,929,25,7
494,2025-12-30,680,207,33
495,2024-04-16,949,235,12
496,2024-08-04,446,214,2
497,2023-11-10,4,124,10
498,2024-05-05,86,103,7
499,2026-03-25,517,149,4
500,2023-05-25,756,171,37
501,2023-09-01,747,24,40
502,2024-11-17,384,72,2
503,2023-11-27,678,1,46
504,2023-02-27,635,203,5
505,2025-05-18,548,190,1
506,2024-11-29,52,152,27
507,2025-09-07,718,26,13
508,2025-12-25,241,6,10
509,2023-05-13,434,36,37
510,2025-01-06,807,179,39
511,2024-01-16,385,101,33
512,2026-07-13,300,105,47
513,2025-05-22,695,41,39
514,2024-02-10,41,125,35
515,2023-08-12,310,10,27
516,2026-03-10,185,189,48
517,2024-05-22,135,155,47
518,2025-09-16,815,49,24
519,2025-10-29,853,118,12
520,2024-04-06,962,58,15
521,2025-05-20,640,71,16
522,2023-08-11,971,168,46
523,2024-05-24,574,89,20
524,2024-02-02,681,171,37
525,2024-02-15,520,26,13
526,2025-06-07,365,212,36
527,2024-08-16,863,230,50
528,2026-01-01,366,212,36
529,2024-11-09,737,218,22
530,2023-06-29,210,239,25
531,2026-01-11,397,244,2
532,2025-08-28,44,153,38
533,2023-12-05,249,42,39
534,2023-08-06,86,182,10
535,2025-09-17,380,31,30
536,2025-11-05,637,14,26
537,2023-10-23,300,208,7
538,2025-08-24,996,140,39
539,2023-06-01,3,245,41
540,2024-02-14,148,15,1
541,2023-04-25,823,166,45
542,2023-05-10,151,23,29
543,2023-01-20,419,193,28
544,2026-02-06,458,240,14
545,2024-11-10,996,237,45
546,2023-03-31,80,109,39
547,2023-07-13,86,167,23
548,2023-12-08,578,104,6
549,2023-10-02,700,238,45
550,2026-03-19,979,93,35
551,2025-05-05,826,50,8
552,2024-10-17,191,140,39
553,2026-06-05,981,22,27
554,2026-07-06,801,97,9
555,2023-12-24,397,164,39
556,2025-06-05,100,231,20
557,2023-03-14,730,241,19
558,2023-06-04,591,196,10
559,2026-05-07,70,162,17
560,2023-11-24,796,116,21
561,2025-08-04,395,111,21
562,2024-05-25,383,116,21
563,2023-10-20,69,91,20
564,2025-06-30,33,15,1
565,2025-01-22,604,248,38
566,2023-05-18,536,75,30
567,2026-07-10,416,120,42
568,2024-11-25,584,18,21
569,2024-03-21,563,239,25
570,2025-03-30,31,74,41
571,2024-12-07,610,120,42
572,2023-03-08,588,193,28
573,2025-07-06,682,237,45
574,2023-06-21,580,123,1
575,2024-09-05,269,138,38
576,2024-08-12,497,78,37
577,2023-02-16,941,81,43
578,2024-08-15,519,28,28
579,2025-08-16,548,129,8
580,2023-08-03,591,75,30
581,2025-11-27,667,132,16
582,2026-02-02,569,57,5
583,2026-06-02,344,239,25
584,2023-10-17,676,210,19
585,2024-04-20,508,1,46
586,2023-02-23,697,29,46
587,2023-08-19,923,132,16
588,2023-08-15,53,72,2
589,2024-04-27,630,125,35
590,2023-12-10,469,193,28
591,2023-02-16,953,169,22
592,2023-09-22,458,60,24
593,2023-11-29,364,8,17
594,2023-04-07,500,44,29
595,2025-01-18,136,79,33
596,2025-11-10,344,87,25
597,2026-04-01,800,108,1
598,2026-05-21,15,106,50
599,2025-12-28,672,27,19
600,2025-01-26,235,60,24
601,2025-10-04,461,85,28
602,2024-03-15,872,92,11
603,2026-06-19,773,66,5
604,2025-08-22,230,56,16
605,2025-12-08,75,42,39
606,2025-12-17,639,191,32
607,2023-09-15,269,35,8
608,2026-06-02,305,35,8
609,2025-11-04,25,116,21
610,2025-04-17,431,69,36
611,2024-03-23,96,161,10
612,2026-02-27,302,85,28
613,2025-07-30,380,129,8
614,2024-09-30,867,164,39
615,2025-11-30,956,115,4
616,2023-05-19,600,55,33
617,2025-11-25,414,21,45
618,2025-07-26,346,41,39
619,2025-12-19,321,171,37
620,2025-02-14,809,113,39
621,2026-04-05,876,79,33
622,2023-11-10,477,101,33
623,2024-06-11,187,22,27
624,2024-05-31,985,50,8
625,2025-03-20,802,75,30
626,2026-04-21,579,82,8
627,2026-02-01,762,146,21
628,2024-11-15,792,21,45
629,2025-03-13,86,193,28
630,2024-08-30,214,80,4
631,2026-01-11,95,128,45
632,2023-08-12,632,16,42
633,2024-11-17,453,89,20
634,2025-09-02,391,56,16
635,2023-03-18,412,74,41
636,2023-03-07,183,216,11
637,2026-02-09,196,97,9
638,2023-11-15,257,123,1
639,2023-11-11,961,148,46
640,2023-11-05,497,195,32
641,2024-03-24,722,240,14
642,2023-04-21,470,188,23
643,2025-11-23,404,142,6
644,2025-05-28,883,17,5
645,2023-05-11,339,4,8
646,2023-12-12,806,208,7
647,2025-01-19,53,54,14
648,2026-01-23,32,108,1
649,2023-01-26,472,53,17
650,2025-09-07,297,109,39
651,2025-02-08,585,192,2
652,2026-07-02,593,241,19
653,2023-06-13,505,36,37
654,2024-10-14,621,114,41
655,2023-11-06,28,89,20
656,2025-03-27,384,121,41
657,2023-09-04,969,173,26
658,2023-11-17,309,47,20
659,2025-02-12,452,107,33
660,2025-04-23,749,154,47
661,2023-06-08,420,138,38
662,2025-05-30,998,113,39
663,2024-05-03,144,20,22
664,2024-11-30,190,144,19
665,2023-12-21,742,68,1
666,2023-11-28,730,118,12
667,2023-06-18,963,64,14
668,2025-03-14,949,125,35
669,2025-09-23,685,101,33
670,2025-06-17,782,80,4
671,2024-10-16,601,21,45
672,2025-08-28,620,236,38
673,2025-01-27,2,122,42
674,2026-06-11,556,167,23
675,2024-03-20,24,242,6
676,2023-01-10,391,214,2
677,2024-07-26,615,14,26
678,2024-11-12,525,125,35
679,2024-04-14,991,247,48
680,2026-01-30,745,140,39
681,2025-08-31,548,56,16
682,2024-01-03,703,148,46
683,2024-05-07,978,31,30
684,2026-07-05,481,94,27
685,2026-02-17,286,171,37
686,2025-05-20,759,50,8
687,2024-05-08,964,98,37
688,2025-09-25,507,201,40
689,2026-05-03,248,46,22
690,2023-02-12,663,191,32
691,2023-05-15,626,156,50
692,2023-10-21,182,204,44
693,2025-01-06,402,196,10
694,2023-11-05,362,145,18
695,2025-08-01,971,178,19
696,2026-05-09,583,1,46
697,2023-09-02,617,17,5
698,2025-03-17,211,54,14
699,2023-10-23,326,236,38
700,2026-01-14,693,123,1
701,2023-05-07,390,115,4
702,2025-01-31,987,24,40
703,2024-10-08,492,18,21
704,2023-07-18,152,172,7
705,2024-06-28,921,223,6
706,2023-08-31,38,130,25
707,2026-01-22,438,192,2
708,2023-04-13,698,5,39
709,2023-09-08,928,189,48
710,2023-08-26,313,88,36
711,2025-09-11,394,53,17
712,2023-07-26,632,57,5
713,2026-03-09,384,10,27
714,2025-01-16,401,179,39
715,2023-01-05,694,105,47
716,2025-03-13,727,104,6
717,2025-08-30,626,202,41
718,2025-12-28,97,9,28
719,2023-07-25,654,241,19
720,2025-11-20,484,46,22
721,2023-04-06,688,5,39
722,2023-04-01,658,69,36
723,2025-11-27,378,45,17
724,2024-11-22,453,225,46
725,2026-01-09,525,38,36
726,2026-05-19,821,8,17
727,2024-04-17,537,232,46
728,2023-07-31,83,1,46
729,2025-08-01,926,178,19
730,2024-11-30,564,166,45
731,2025-09-24,953,25,7
732,2024-12-23,250,1,46
733,2024-02-01,472,70,49
734,2026-03-27,910,133,24
735,2024-05-07,317,15,1
736,2025-08-26,844,226,21
737,2025-05-28,444,90,20
738,2025-05-09,64,31,30
739,2023-12-13,109,90,20
740,2026-02-25,632,72,2
741,2024-10-22,124,142,6
742,2024-03-08,429,116,21
743,2025-04-09,585,77,11
744,2023-01-26,728,207,33
745,2023-10-13,78,157,27
746,2026-05-30,833,68,1
747,2025-10-01,870,92,11
748,2026-02-27,482,173,26
749,2023-08-15,230,33,26
750,2024-07-06,316,44,29
751,2026-04-05,926,112,42
752,2023-12-19,266,222,23
753,2025-10-22,984,180,18
754,2023-07-11,739,170,21
755,2023-01-16,690,226,21
756,2026-05-07,386,211,12
757,2024-01-09,434,70,49
758,2026-06-01,306,127,10
759,2023-04-05,881,171,37
760,2026-04-06,32,78,37
761,2025-11-18,169,131,5
762,2025-11-21,124,87,25
763,2023-09-14,966,70,49
764,2024-04-23,309,41,39
765,2023-03-19,926,158,24
766,2025-07-16,315,44,29
767,2024-09-02,150,7,3
768,2025-03-08,576,212,36
769,2025-07-08,356,79,33
770,2023-03-15,82,41,39
771,2025-03-07,832,129,8
772,2026-07-17,917,116,21
773,2024-05-24,645,70,49
774,2024-12-30,624,126,22
775,2025-10-04,379,228,48
776,2025-07-08,441,247,48
777,2023-02-01,298,35,8
778,2023-02-13,299,203,5
779,2024-06-09,763,217,50
780,2025-10-25,933,75,30
781,2023-08-07,31,4,8
782,2025-12-03,603,103,7
783,2023-11-27,480,125,35
784,2024-05-11,57,82,8
785,2023-06-04,884,65,30
786,2026-01-28,922,227,44
787,2026-05-15,298,112,42
788,2024-03-17,736,165,44
789,2024-09-06,593,62,7
790,2025-06-23,336,156,50
791,2025-12-18,572,164,39
792,2024-10-29,616,119,3
793,2024-10-13,768,51,13
794,2025-12-02,969,90,20
795,2025-03-23,11,25,7
796,2025-07-30,581,16,42
797,2024-02-06,822,167,23
798,2024-12-21,661,203,5
799,2024-11-10,174,79,33
800,2024-10-11,379,107,33
801,2025-12-22,112,183,6
802,2026-07-02,555,216,11
803,2024-01-16,172,249,20
804,2023-08-20,66,39,28
805,2024-08-17,151,194,49
806,2023-12-18,510,104,6
807,2023-06-25,639,130,25
808,2025-11-07,854,65,30
809,2025-11-05,271,18,21
810,2024-06-11,574,184,37
811,2023-10-16,341,56,16
812,2024-03-18,366,210,19
813,2023-11-20,38,180,18
814,2023-06-06,141,69,36
815,2024-09-05,482,156,50
816,2023-10-20,751,150,11
817,2023-10-03,832,127,10
818,2025-01-23,402,19,18
819,2023-06-26,216,106,50
820,2025-10-18,843,148,46
821,2024-04-01,272,106,50
822,2024-08-01,771,39,28
823,2025-07-23,883,208,7
824,2023-01-21,661,164,39
825,2025-05-14,579,150,11
826,2026-03-01,225,218,22
827,2025-04-10,151,63,38
828,2024-02-29,320,64,14
829,2023-05-14,275,209,11
830,2024-06-01,350,78,37
831,2026-01-26,588,98,37
832,2023-10-22,308,40,12
833,2023-08-02,183,47,20
834,2024-02-24,686,114,41
835,2025-08-11,986,230,50
836,2026-05-23,696,66,5
837,2024-09-29,59,241,19
838,2023-01-03,237,151,44
839,2025-03-24,132,39,28
840,2025-01-20,648,53,17
841,2023-08-29,993,94,27
842,2023-04-24,708,36,37
843,2024-04-10,516,167,23
844,2023-06-03,386,159,37
845,2023-08-26,517,207,33
846,2025-03-06,166,182,10
847,2026-06-20,267,146,21
848,2025-06-27,975,175,26
849,2024-11-22,889,21,45
850,2026-01-18,347,118,12
851,2023-05-12,501,99,42
852,2025-08-06,164,166,45
853,2025-08-16,997,127,10
854,2025-02-27,256,183,6
855,2024-01-13,173,172,7
856,2025-08-08,550,249,20
857,2025-02-22,824,109,39
858,2024-04-07,427,58,15
859,2026-07-31,453,43,30
860,2023-11-05,502,171,37
861,2024-08-15,307,174,6
862,2024-03-20,239,186,31
863,2024-07-15,392,138,38
864,2025-10-20,432,24,40
865,2023-01-12,246,100,14
866,2025-09-17,88,54,14
867,2025-09-09,377,138,38
868,2024-03-30,808,223,6
869,2023-10-21,251,232,46
870,2024-04-29,99,239,25
871,2023-09-20,465,29,46
872,2025-08-27,587,93,35
873,2024-01-10,389,158,24
874,2023-02-08,881,189,48
875,2024-05-18,385,42,39
876,2025-05-08,233,163,32
877,2024-09-20,717,80,4
878,2026-06-04,335,77,11
879,2024-04-14,691,120,42
880,2025-04-03,649,249,20
881,2024-07-11,980,153,38
882,2023-05-04,653,93,35
883,2026-04-20,801,12,39
884,2025-05-25,106,210,19
885,2024-05-30,18,62,7
886,2025-06-07,819,136,45
887,2023-06-29,97,16,42
888,2024-03-06,777,205,18
889,2024-02-06,578,49,24
890,2024-05-12,676,68,1
891,2023-09-21,774,8,17
892,2024-07-03,388,105,47
893,2025-04-21,365,161,10
894,2025-12-25,51,215,5
895,2025-02-15,692,38,36
896,2025-06-29,724,3,40
897,2026-01-14,46,81,43
898,2026-02-10,502,158,24
899,2024-11-03,167,188,23
900,2025-04-01,415,234,18
901,2023-07-13,295,64,14
902,2024-04-04,839,186,31
903,2024-11-11,669,111,21
904,2025-09-17,812,133,24
905,2024-06-07,948,236,38
906,2024-04-02,559,9,28
907,2026-03-10,59,153,38
908,2023-04-16,866,33,26
909,2025-12-03,942,229,47
910,2025-09-10,382,22,27
911,2024-02-29,966,142,6
912,2024-05-05,431,191,32
913,2024-07-10,282,198,9
914,2023-02-25,577,110,28
915,2024-05-18,756,195,32
916,2025-01-27,326,213,48
917,2024-08-20,417,189,48
918,2023-08-06,201,111,21
919,2023-03-28,648,186,31
920,2025-08-19,980,171,37
921,2024-07-03,676,55,33
922,2025-08-25,859,67,20
923,2023-03-29,853,116,21
924,2024-07-12,910,218,22
925,2026-02-04,343,178,19
926,2024-05-23,902,87,25
927,2024-05-14,745,31,30
928,2025-01-12,576,105,47
929,2024-06-02,307,25,7
930,2025-08-12,428,33,26
